user_id,signup_date,user_segment,state,age_group,tenure_days
USR008056,2024-03-09,Occasional,Delhi,45-59,902
USR008057,2024-11-15,Frequent,Tamil Nadu,25-34,651
USR008058,2023-09-17,Occasional,Rajasthan,25-34,1076
USR008059,2023-02-17,Occasional,Karnataka,25-34,1288
USR008060,2024-10-17,Frequent,Karnataka,18-24,680
USR008061,2025-06-19,Occasional,Karnataka,18-24,435
USR008062,2023-12-09,Power,Karnataka,35-44,993
USR008063,2024-11-23,Occasional,Delhi,18-24,643
USR008064,2024-07-18,Power,Uttar Pradesh,18-24,771
USR008065,2023-08-16,Frequent,Rajasthan,18-24,1108
USR008066,2024-04-07,Frequent,Maharashtra,25-34,873
USR008067,2025-09-05,Occasional,Delhi,18-24,357
USR008068,2024-09-24,Power,West Bengal,25-34,703
USR008069,2025-04-01,Occasional,Maharashtra,35-44,514
USR008070,2024-11-11,Occasional,Uttar Pradesh,25-34,655
USR008071,2025-03-01,New,Haryana,25-34,545
USR008072,2025-09-21,Frequent,Gujarat,35-44,341
USR008073,2024-12-03,Frequent,Gujarat,45-59,633
USR008074,2024-09-07,New,Gujarat,25-34,720
USR008075,2025-05-14,Occasional,Delhi,25-34,471
USR008076,2026-03-18,Frequent,West Bengal,18-24,163
USR008077,2025-05-10,Frequent,Uttar Pradesh,18-24,475
USR008078,2023-02-18,New,Uttar Pradesh,18-24,1287
USR008079,2025-11-24,Occasional,Tamil Nadu,25-34,277
USR008080,2026-01-05,Frequent,Tamil Nadu,25-34,235
USR008081,2024-02-20,Power,Haryana,25-34,920
USR008082,2023-10-10,Occasional,Uttar Pradesh,25-34,1053
USR008083,2025-10-23,Frequent,Delhi,25-34,309
USR008084,2025-06-01,Power,Maharashtra,18-24,453
USR008085,2025-04-02,Occasional,Uttar Pradesh,25-34,513
USR008086,2023-04-17,Frequent,Uttar Pradesh,18-24,1229
USR008087,2023-06-12,Frequent,Haryana,18-24,1173
USR008088,2023-10-26,Frequent,Gujarat,18-24,1037
USR008089,2025-03-27,New,Karnataka,18-24,519
USR008090,2025-05-26,Occasional,Uttar Pradesh,35-44,459
USR008091,2023-03-16,Frequent,Telangana,18-24,1261
USR008092,2023-03-16,Frequent,Karnataka,18-24,1261
USR008093,2023-08-06,Occasional,Gujarat,35-44,1118
USR008094,2024-10-23,Occasional,Uttar Pradesh,45-59,674
USR008095,2024-05-24,New,Karnataka,25-34,826
USR008096,2025-11-28,Power,Telangana,18-24,273
USR008097,2025-10-02,Frequent,Delhi,35-44,330
USR008098,2023-01-09,Power,Gujarat,18-24,1327
USR008099,2023-09-25,Occasional,Rajasthan,25-34,1068
USR008100,2025-07-26,Frequent,Tamil Nadu,18-24,398
USR008101,2024-02-11,Occasional,Telangana,60+,929
USR008102,2025-02-03,Power,Telangana,25-34,571
USR008103,2023-08-06,New,West Bengal,18-24,1118
USR008104,2025-12-25,Frequent,Telangana,35-44,246
USR008105,2023-05-15,Power,West Bengal,18-24,1201
USR008106,2024-06-01,New,Delhi,25-34,818
USR008107,2023-02-15,Occasional,Delhi,18-24,1290
USR008108,2025-07-27,Power,Uttar Pradesh,18-24,397
USR008109,2026-03-24,Frequent,Telangana,25-34,157
USR008110,2025-06-01,Frequent,Gujarat,18-24,453
USR008111,2024-10-17,Power,Uttar Pradesh,25-34,680
USR008112,2025-10-01,Frequent,Uttar Pradesh,18-24,331
USR008113,2025-04-22,New,Rajasthan,25-34,493
USR008114,2026-03-19,Power,Tamil Nadu,35-44,162
USR008115,2026-01-30,Frequent,West Bengal,25-34,210
USR008116,2026-02-22,Frequent,Gujarat,25-34,187
USR008117,2024-01-19,New,Karnataka,25-34,952
USR008118,2024-10-23,Occasional,Rajasthan,35-44,674
USR008119,2023-12-04,Frequent,Maharashtra,35-44,998
USR008120,2023-07-22,Occasional,Uttar Pradesh,35-44,1133
USR008121,2023-02-11,Power,Tamil Nadu,25-34,1294
USR008122,2023-10-02,Frequent,West Bengal,25-34,1061
USR008123,2024-07-25,Occasional,Uttar Pradesh,18-24,764
USR008124,2023-10-25,Frequent,Uttar Pradesh,25-34,1038
USR008125,2025-07-24,Frequent,West Bengal,25-34,400
USR008126,2024-08-01,Power,Maharashtra,18-24,757
USR008127,2025-08-25,Power,Delhi,18-24,368
USR008128,2025-03-16,Frequent,Haryana,25-34,530
USR008129,2025-11-10,Occasional,Uttar Pradesh,18-24,291
USR008130,2023-01-21,Occasional,Karnataka,18-24,1315
USR008131,2026-03-18,Occasional,Uttar Pradesh,18-24,163
USR008132,2023-12-22,Frequent,Delhi,25-34,980
USR008133,2024-05-22,New,Uttar Pradesh,18-24,828
USR008134,2023-09-21,Frequent,Telangana,25-34,1072
USR008135,2024-12-15,Power,West Bengal,45-59,621
USR008136,2023-04-14,Power,Delhi,18-24,1232
USR008137,2023-05-27,New,Gujarat,25-34,1189
USR008138,2026-03-19,Frequent,Gujarat,35-44,162
USR008139,2025-12-18,Frequent,Tamil Nadu,18-24,253
USR008140,2024-12-19,Power,Gujarat,45-59,617
USR008141,2023-10-29,Power,Tamil Nadu,18-24,1034
USR008142,2024-06-27,Occasional,West Bengal,25-34,792
USR008143,2025-11-18,Frequent,Telangana,35-44,283
USR008144,2024-03-19,New,Tamil Nadu,25-34,892
USR008145,2024-08-21,Occasional,West Bengal,25-34,737
USR008146,2024-07-05,Power,Haryana,18-24,784
USR008147,2025-08-25,Occasional,Karnataka,18-24,368
USR008148,2023-12-01,New,Karnataka,35-44,1001
USR008149,2024-01-09,Occasional,Delhi,18-24,962
USR008150,2025-11-12,New,Uttar Pradesh,18-24,289
USR008151,2025-10-12,Power,Rajasthan,25-34,320
USR008152,2025-08-09,Frequent,West Bengal,18-24,384
USR008153,2023-04-30,Occasional,Maharashtra,25-34,1216
USR008154,2025-01-29,Power,Maharashtra,25-34,576
USR008155,2023-09-24,Occasional,Tamil Nadu,18-24,1069
USR008156,2025-04-08,Occasional,Uttar Pradesh,35-44,507
USR008157,2024-02-19,New,Gujarat,25-34,921
USR008158,2023-01-07,Power,West Bengal,25-34,1329
USR008159,2023-04-18,Occasional,West Bengal,18-24,1228
USR008160,2025-11-17,Frequent,Tamil Nadu,25-34,284
USR008161,2025-11-25,Frequent,Gujarat,18-24,276
USR008162,2024-01-26,Frequent,Haryana,25-34,945
USR008163,2024-02-04,Occasional,Karnataka,35-44,936
USR008164,2024-09-07,Occasional,Uttar Pradesh,18-24,720
USR008165,2026-04-15,Frequent,Tamil Nadu,60+,135
USR008166,2025-01-12,Frequent,Haryana,18-24,593
USR008167,2023-12-06,Occasional,Delhi,35-44,996
USR008168,2023-02-06,New,Gujarat,18-24,1299
USR008169,2026-03-28,Occasional,West Bengal,45-59,153
USR008170,2025-07-03,Power,Rajasthan,35-44,421
USR008171,2025-10-08,Power,Gujarat,25-34,324
USR008172,2024-04-03,Occasional,Tamil Nadu,18-24,877
USR008173,2025-07-02,Frequent,Tamil Nadu,18-24,422
USR008174,2024-03-12,Frequent,West Bengal,25-34,899
USR008175,2025-02-23,Power,Haryana,35-44,551
USR008176,2023-07-14,Power,Telangana,25-34,1141
USR008177,2023-04-14,New,Maharashtra,35-44,1232
USR008178,2023-03-30,Occasional,Rajasthan,25-34,1247
USR008179,2026-02-27,Occasional,Rajasthan,25-34,182
USR008180,2025-08-08,New,Maharashtra,25-34,385
USR008181,2023-09-14,Power,Tamil Nadu,25-34,1079
USR008182,2023-04-20,Power,Telangana,18-24,1226
USR008183,2023-01-06,Occasional,Tamil Nadu,45-59,1330
USR008184,2025-02-23,Power,Tamil Nadu,18-24,551
USR008185,2026-02-13,Frequent,Haryana,45-59,196
USR008186,2023-12-10,Frequent,West Bengal,18-24,992
USR008187,2025-02-27,Frequent,Delhi,25-34,547
USR008188,2025-11-21,Frequent,West Bengal,25-34,280
USR008189,2023-07-01,New,Gujarat,18-24,1154
USR008190,2024-06-16,Frequent,Tamil Nadu,25-34,803
USR008191,2023-10-02,Power,Maharashtra,25-34,1061
USR008192,2025-07-02,Frequent,Karnataka,25-34,422
USR008193,2024-09-05,Occasional,Haryana,18-24,722
USR008194,2023-08-24,Frequent,Haryana,25-34,1100
USR008195,2024-07-07,Occasional,Haryana,60+,782
USR008196,2025-02-26,Occasional,Uttar Pradesh,25-34,548
USR008197,2026-02-06,Occasional,Haryana,45-59,203
USR008198,2023-10-16,Frequent,West Bengal,45-59,1047
USR008199,2023-06-02,Power,West Bengal,35-44,1183
USR008200,2024-04-13,Frequent,Telangana,25-34,867
USR008201,2023-01-12,Frequent,Maharashtra,25-34,1324
USR008202,2023-08-13,Power,Delhi,25-34,1111
USR008203,2023-08-31,Frequent,Tamil Nadu,18-24,1093
USR008204,2025-12-24,Occasional,Delhi,60+,247
USR008205,2025-09-03,Occasional,Karnataka,18-24,359
USR008206,2025-02-03,Occasional,Karnataka,25-34,571
USR008207,2025-04-04,Frequent,Telangana,35-44,511
USR008208,2023-07-08,Frequent,Maharashtra,35-44,1147
USR008209,2024-04-25,Occasional,Maharashtra,35-44,855
USR008210,2023-01-03,Power,Telangana,25-34,1333
USR008211,2024-12-01,Frequent,Uttar Pradesh,25-34,635
USR008212,2025-05-08,Power,Telangana,25-34,477
USR008213,2025-07-26,Power,Delhi,25-34,398
USR008214,2025-09-03,Frequent,Uttar Pradesh,18-24,359
USR008215,2023-05-01,Occasional,Telangana,25-34,1215
USR008216,2023-02-13,Frequent,Delhi,18-24,1292
USR008217,2023-04-22,Frequent,Uttar Pradesh,45-59,1224
USR008218,2025-05-22,Frequent,Delhi,18-24,463
USR008219,2025-09-20,Frequent,Telangana,35-44,342
USR008220,2025-02-07,Power,Gujarat,18-24,567
USR008221,2025-08-05,Occasional,Maharashtra,25-34,388
USR008222,2024-08-29,Occasional,Haryana,18-24,729
USR008223,2025-10-02,Frequent,Karnataka,25-34,330
USR008224,2025-05-05,New,Tamil Nadu,18-24,480
USR008225,2026-03-24,Power,Telangana,18-24,157
USR008226,2023-04-26,Frequent,Maharashtra,25-34,1220
USR008227,2023-09-07,Occasional,Maharashtra,18-24,1086
USR008228,2025-07-30,New,Haryana,18-24,394
USR008229,2023-08-31,New,Haryana,25-34,1093
USR008230,2025-08-19,Occasional,Telangana,25-34,374
USR008231,2023-08-01,Frequent,Uttar Pradesh,25-34,1123
USR008232,2023-03-08,Frequent,Haryana,25-34,1269
USR008233,2023-04-10,Frequent,Uttar Pradesh,25-34,1236
USR008234,2023-05-22,Power,Delhi,25-34,1194
USR008235,2025-11-13,Occasional,Rajasthan,25-34,288
USR008236,2025-09-30,Frequent,Uttar Pradesh,35-44,332
USR008237,2025-07-15,Power,Rajasthan,25-34,409
USR008238,2025-10-30,Occasional,Tamil Nadu,25-34,302
USR008239,2025-04-05,Power,Telangana,25-34,510
USR008240,2025-06-01,Power,West Bengal,60+,453
USR008241,2025-10-25,Occasional,Tamil Nadu,18-24,307
USR008242,2023-03-15,Frequent,West Bengal,18-24,1262
USR008243,2024-10-26,Occasional,Gujarat,25-34,671
USR008244,2024-12-27,New,Tamil Nadu,35-44,609
USR008245,2024-03-18,Occasional,Delhi,35-44,893
USR008246,2023-06-29,New,Gujarat,25-34,1156
USR008247,2025-12-04,Power,Uttar Pradesh,18-24,267
USR008248,2023-11-23,Power,Delhi,45-59,1009
USR008249,2025-04-10,Occasional,Haryana,25-34,505
USR008250,2023-09-01,Frequent,West Bengal,18-24,1092
USR008251,2024-10-29,New,Uttar Pradesh,25-34,668
USR008252,2023-12-10,Frequent,Tamil Nadu,25-34,992
USR008253,2025-02-04,Power,Telangana,25-34,570
USR008254,2025-08-18,Power,Karnataka,35-44,375
USR008255,2023-08-30,Power,Haryana,18-24,1094
USR008256,2023-08-06,Frequent,Karnataka,35-44,1118
USR008257,2025-02-19,Power,Maharashtra,18-24,555
USR008258,2025-06-20,Frequent,Uttar Pradesh,25-34,434
USR008259,2024-09-17,Occasional,Uttar Pradesh,18-24,710
USR008260,2024-12-11,Frequent,Rajasthan,18-24,625
USR008261,2023-07-21,Frequent,Tamil Nadu,25-34,1134
USR008262,2023-11-15,Frequent,Haryana,45-59,1017
USR008263,2023-05-29,Frequent,Delhi,25-34,1187
USR008264,2025-12-31,Frequent,Maharashtra,25-34,240
USR008265,2025-05-22,Power,Maharashtra,25-34,463
USR008266,2025-12-06,New,Uttar Pradesh,25-34,265
USR008267,2023-06-15,Occasional,Telangana,35-44,1170
USR008268,2025-03-07,New,West Bengal,35-44,539
USR008269,2023-11-08,Power,Uttar Pradesh,18-24,1024
USR008270,2023-01-05,Occasional,West Bengal,18-24,1331
USR008271,2023-03-03,Occasional,Rajasthan,35-44,1274
USR008272,2024-12-06,Frequent,Uttar Pradesh,60+,630
USR008273,2023-01-24,Occasional,West Bengal,25-34,1312
USR008274,2024-10-22,Frequent,Delhi,18-24,675
USR008275,2023-01-14,New,Maharashtra,18-24,1322
USR008276,2025-01-18,New,Rajasthan,35-44,587
USR008277,2023-07-09,Occasional,Haryana,25-34,1146
USR008278,2025-06-10,Occasional,Delhi,25-34,444
USR008279,2024-09-14,Frequent,West Bengal,25-34,713
USR008280,2023-07-25,Frequent,Haryana,45-59,1130
USR008281,2024-12-10,Power,Tamil Nadu,18-24,626
USR008282,2025-01-13,New,Haryana,18-24,592
USR008283,2023-01-21,New,Telangana,18-24,1315
USR008284,2024-06-21,Power,Delhi,60+,798
USR008285,2025-06-26,Power,West Bengal,25-34,428
USR008286,2025-08-27,New,Gujarat,25-34,366
USR008287,2023-12-05,Occasional,Delhi,18-24,997
USR008288,2025-01-08,Frequent,Uttar Pradesh,18-24,597
USR008289,2024-07-23,Occasional,Delhi,18-24,766
USR008290,2025-12-06,Frequent,Karnataka,18-24,265
USR008291,2024-11-25,Frequent,Haryana,18-24,641
USR008292,2023-07-24,Frequent,Gujarat,35-44,1131
USR008293,2023-07-30,Occasional,Rajasthan,35-44,1125
USR008294,2025-01-12,Power,Tamil Nadu,18-24,593
USR008295,2024-02-24,Frequent,Maharashtra,25-34,916
USR008296,2024-03-17,Frequent,Tamil Nadu,18-24,894
USR008297,2024-10-16,Power,Gujarat,18-24,681
USR008298,2024-03-27,New,Tamil Nadu,18-24,884
USR008299,2023-10-24,New,Tamil Nadu,25-34,1039
USR008300,2025-09-15,Frequent,Telangana,25-34,347
USR008301,2025-06-14,Occasional,Maharashtra,25-34,440
USR008302,2024-04-01,Occasional,Maharashtra,25-34,879
USR008303,2024-06-14,Power,Gujarat,35-44,805
USR008304,2025-12-07,New,Uttar Pradesh,35-44,264
USR008305,2023-12-16,Frequent,Uttar Pradesh,18-24,986
USR008306,2026-01-13,Occasional,Telangana,18-24,227
USR008307,2024-12-12,Frequent,Delhi,25-34,624
USR008308,2025-07-14,New,Telangana,35-44,410
USR008309,2023-11-19,Frequent,Gujarat,35-44,1013
USR008310,2025-08-06,Frequent,Telangana,18-24,387
USR008311,2023-05-04,Occasional,Rajasthan,18-24,1212
USR008312,2023-10-06,Occasional,Tamil Nadu,45-59,1057
USR008313,2023-06-19,Power,West Bengal,25-34,1166
USR008314,2023-02-11,New,Gujarat,18-24,1294
USR008315,2023-10-05,Frequent,West Bengal,35-44,1058
USR008316,2024-03-16,Power,Karnataka,35-44,895
USR008317,2024-08-07,Power,West Bengal,25-34,751
USR008318,2024-11-22,Frequent,Rajasthan,25-34,644
USR008319,2025-05-13,Occasional,West Bengal,18-24,472
USR008320,2025-06-19,Power,Haryana,25-34,435
USR008321,2023-01-17,Frequent,Gujarat,18-24,1319
USR008322,2024-01-13,Frequent,Haryana,25-34,958
USR008323,2023-06-04,Frequent,Delhi,25-34,1181
USR008324,2024-04-01,Power,Haryana,25-34,879
USR008325,2024-11-07,Frequent,Gujarat,35-44,659
USR008326,2025-09-23,Frequent,Telangana,18-24,339
USR008327,2024-08-13,Occasional,Delhi,25-34,745
USR008328,2025-02-24,Occasional,Delhi,18-24,550
USR008329,2026-01-14,Power,Tamil Nadu,35-44,226
USR008330,2025-04-15,Power,Uttar Pradesh,35-44,500
USR008331,2023-09-27,Frequent,Telangana,18-24,1066
USR008332,2025-11-26,New,Karnataka,25-34,275
USR008333,2025-02-09,New,Telangana,25-34,565
USR008334,2024-02-19,Frequent,Uttar Pradesh,25-34,921
USR008335,2023-03-17,Power,Rajasthan,18-24,1260
USR008336,2023-11-08,Frequent,Karnataka,25-34,1024
USR008337,2026-04-07,Frequent,Telangana,18-24,143
USR008338,2024-01-15,Frequent,Gujarat,35-44,956
USR008339,2023-08-05,Frequent,Tamil Nadu,25-34,1119
USR008340,2024-01-26,Frequent,Gujarat,25-34,945
USR008341,2024-11-13,Frequent,Telangana,45-59,653
USR008342,2024-10-09,Frequent,Haryana,25-34,688
USR008343,2024-09-06,New,Tamil Nadu,25-34,721
USR008344,2026-01-25,Frequent,Haryana,25-34,215
USR008345,2023-01-04,Frequent,Rajasthan,45-59,1332
USR008346,2025-11-28,Power,Maharashtra,25-34,273
USR008347,2023-07-07,Power,Maharashtra,25-34,1148
USR008348,2024-08-01,Frequent,Delhi,45-59,757
USR008349,2024-02-23,Frequent,Maharashtra,18-24,917
USR008350,2025-04-27,Frequent,Rajasthan,25-34,488
USR008351,2026-02-17,Frequent,Uttar Pradesh,18-24,192
USR008352,2024-07-11,Occasional,West Bengal,18-24,778
USR008353,2023-08-20,Power,Delhi,25-34,1104
USR008354,2025-10-09,Power,Telangana,18-24,323
USR008355,2026-02-18,Frequent,Tamil Nadu,35-44,191
USR008356,2023-05-29,Frequent,Karnataka,25-34,1187
USR008357,2025-10-29,New,Uttar Pradesh,18-24,303
USR008358,2024-08-31,Frequent,Maharashtra,35-44,727
USR008359,2025-08-18,Frequent,West Bengal,25-34,375
USR008360,2025-02-08,Frequent,Uttar Pradesh,18-24,566
USR008361,2026-02-11,New,Maharashtra,18-24,198
USR008362,2025-12-12,Power,West Bengal,18-24,259
USR008363,2023-12-07,Frequent,Tamil Nadu,18-24,995
USR008364,2023-11-23,Power,Gujarat,25-34,1009
USR008365,2025-06-21,Occasional,Maharashtra,18-24,433
USR008366,2023-09-26,Frequent,Karnataka,18-24,1067
USR008367,2025-09-29,Frequent,West Bengal,35-44,333
USR008368,2023-02-04,Occasional,Tamil Nadu,35-44,1301
USR008369,2025-10-08,Power,Rajasthan,25-34,324
USR008370,2023-07-08,Power,Rajasthan,25-34,1147
USR008371,2023-12-08,New,Tamil Nadu,18-24,994
USR008372,2024-06-19,New,Gujarat,18-24,800
USR008373,2025-07-17,Occasional,Telangana,18-24,407
USR008374,2026-03-06,New,Haryana,25-34,175
USR008375,2023-07-18,Power,Maharashtra,60+,1137
USR008376,2023-05-23,Frequent,Delhi,35-44,1193
USR008377,2023-05-12,Occasional,Delhi,18-24,1204
USR008378,2026-01-17,Frequent,Karnataka,18-24,223
USR008379,2025-07-08,Power,Delhi,18-24,416
USR008380,2026-03-04,Frequent,Rajasthan,45-59,177
USR008381,2023-07-06,Power,Uttar Pradesh,18-24,1149
USR008382,2024-07-21,Occasional,Telangana,18-24,768
USR008383,2024-04-28,Power,Maharashtra,45-59,852
USR008384,2025-10-11,New,West Bengal,18-24,321
USR008385,2024-08-01,Occasional,Haryana,45-59,757
USR008386,2023-01-15,Occasional,Tamil Nadu,25-34,1321
USR008387,2024-12-19,Occasional,Tamil Nadu,25-34,617
USR008388,2023-08-18,Power,Delhi,25-34,1106
USR008389,2024-10-28,Power,Maharashtra,25-34,669
USR008390,2026-03-26,Occasional,Karnataka,25-34,155
USR008391,2023-03-14,Power,Gujarat,25-34,1263
USR008392,2024-11-23,New,Tamil Nadu,25-34,643
USR008393,2023-03-02,Frequent,West Bengal,18-24,1275
USR008394,2023-11-03,Occasional,Maharashtra,25-34,1029
USR008395,2023-07-11,Frequent,Tamil Nadu,25-34,1144
USR008396,2025-05-09,Occasional,Tamil Nadu,18-24,476
USR008397,2023-04-13,Occasional,Telangana,18-24,1233
USR008398,2025-11-25,Power,Gujarat,25-34,276
USR008399,2024-02-15,Occasional,Karnataka,25-34,925
USR008400,2025-10-29,New,Maharashtra,18-24,303
USR008401,2026-02-05,Occasional,Telangana,18-24,204
USR008402,2025-02-11,Frequent,Maharashtra,18-24,563
USR008403,2024-09-27,Occasional,Tamil Nadu,25-34,700
USR008404,2024-07-02,Occasional,Maharashtra,45-59,787
USR008405,2023-02-06,Occasional,Uttar Pradesh,35-44,1299
USR008406,2025-01-28,Power,Gujarat,25-34,577
USR008407,2024-08-17,Occasional,Uttar Pradesh,25-34,741
USR008408,2023-05-01,New,Karnataka,35-44,1215
USR008409,2023-02-13,New,Delhi,18-24,1292
USR008410,2025-02-07,Power,Karnataka,25-34,567
USR008411,2026-01-26,Power,Maharashtra,25-34,214
USR008412,2023-02-02,Power,Karnataka,35-44,1303
USR008413,2024-12-15,New,Gujarat,18-24,621
USR008414,2026-03-30,Power,Telangana,35-44,151
USR008415,2025-08-03,Frequent,Gujarat,35-44,390
USR008416,2024-07-28,Occasional,Telangana,25-34,761
USR008417,2023-10-25,Frequent,Rajasthan,25-34,1038
USR008418,2024-08-04,Power,Haryana,25-34,754
USR008419,2024-12-09,Occasional,Rajasthan,35-44,627
USR008420,2025-10-19,Frequent,Delhi,18-24,313
USR008421,2023-01-08,Occasional,Rajasthan,60+,1328
USR008422,2023-06-14,Power,Tamil Nadu,25-34,1171
USR008423,2024-11-26,Occasional,West Bengal,25-34,640
USR008424,2024-08-27,New,Uttar Pradesh,35-44,731
USR008425,2025-08-18,New,Haryana,45-59,375
USR008426,2024-08-28,Occasional,Karnataka,35-44,730
USR008427,2025-01-14,Frequent,Gujarat,18-24,591
USR008428,2026-02-20,Power,Maharashtra,18-24,189
USR008429,2023-02-07,Power,Haryana,25-34,1298
USR008430,2025-08-21,Occasional,Gujarat,25-34,372
USR008431,2024-06-04,New,West Bengal,25-34,815
USR008432,2024-06-04,Occasional,Karnataka,18-24,815
USR008433,2023-02-20,Frequent,Delhi,18-24,1285
USR008434,2023-04-27,Frequent,Karnataka,18-24,1219
USR008435,2025-05-31,Frequent,West Bengal,18-24,454
USR008436,2024-02-10,Occasional,West Bengal,18-24,930
USR008437,2025-10-04,New,Telangana,18-24,328
USR008438,2023-12-22,Occasional,Gujarat,25-34,980
USR008439,2024-02-19,Frequent,Karnataka,18-24,921
USR008440,2023-07-11,Frequent,Delhi,60+,1144
USR008441,2026-01-23,New,Haryana,25-34,217
USR008442,2023-05-22,Frequent,Uttar Pradesh,25-34,1194
USR008443,2023-07-17,Occasional,West Bengal,25-34,1138
USR008444,2024-12-19,Frequent,Uttar Pradesh,25-34,617
USR008445,2026-02-07,New,Tamil Nadu,25-34,202
USR008446,2024-03-08,Frequent,Haryana,35-44,903
USR008447,2023-07-31,New,Rajasthan,18-24,1124
USR008448,2026-04-13,Occasional,Gujarat,25-34,137
USR008449,2023-08-12,New,Maharashtra,35-44,1112
USR008450,2025-02-22,Occasional,Uttar Pradesh,35-44,552
USR008451,2025-09-09,Occasional,West Bengal,25-34,353
USR008452,2024-12-29,Occasional,Gujarat,45-59,607
USR008453,2026-02-10,Occasional,Gujarat,18-24,199
USR008454,2023-06-09,Frequent,Uttar Pradesh,18-24,1176
USR008455,2026-03-20,Frequent,Delhi,25-34,161
USR008456,2023-02-01,Power,Haryana,45-59,1304
USR008457,2025-11-19,Occasional,Maharashtra,18-24,282
USR008458,2024-12-06,Frequent,Karnataka,18-24,630
USR008459,2025-12-18,Frequent,Delhi,25-34,253
USR008460,2024-11-14,New,Tamil Nadu,18-24,652
USR008461,2026-01-14,Frequent,Gujarat,35-44,226
USR008462,2023-08-30,Frequent,Karnataka,35-44,1094
USR008463,2026-02-26,Frequent,Rajasthan,18-24,183
USR008464,2024-12-15,Occasional,Tamil Nadu,35-44,621
USR008465,2023-03-29,Power,Gujarat,18-24,1248
USR008466,2025-06-05,Frequent,Maharashtra,35-44,449
USR008467,2026-01-13,Occasional,Maharashtra,18-24,227
USR008468,2025-12-15,Occasional,Karnataka,35-44,256
USR008469,2025-08-30,Frequent,Telangana,25-34,363
USR008470,2023-05-14,Frequent,Karnataka,35-44,1202
USR008471,2024-11-03,New,West Bengal,45-59,663
USR008472,2026-03-31,Frequent,Haryana,25-34,150
USR008473,2025-09-20,Occasional,Uttar Pradesh,25-34,342
USR008474,2024-07-22,New,Telangana,25-34,767
USR008475,2023-08-27,Power,Tamil Nadu,25-34,1097
USR008476,2025-06-07,Frequent,Rajasthan,25-34,447
USR008477,2024-05-18,New,Gujarat,35-44,832
USR008478,2025-02-02,Occasional,Telangana,25-34,572
USR008479,2025-08-03,Frequent,Haryana,25-34,390
USR008480,2025-04-17,Occasional,West Bengal,18-24,498
USR008481,2024-06-25,Power,West Bengal,35-44,794
USR008482,2024-01-26,Frequent,Haryana,18-24,945
USR008483,2023-03-24,Occasional,Telangana,35-44,1253
USR008484,2023-08-12,Power,Uttar Pradesh,18-24,1112
USR008485,2024-04-23,Occasional,Maharashtra,45-59,857
USR008486,2025-03-24,Frequent,Tamil Nadu,18-24,522
USR008487,2026-03-28,Frequent,West Bengal,25-34,153
USR008488,2026-01-25,New,Telangana,18-24,215
USR008489,2024-12-26,Power,Karnataka,25-34,610
USR008490,2025-08-22,Frequent,Delhi,25-34,371
USR008491,2024-01-17,Power,Telangana,35-44,954
USR008492,2025-06-23,Occasional,Tamil Nadu,25-34,431
USR008493,2025-12-29,New,Tamil Nadu,45-59,242
USR008494,2025-12-12,Power,Tamil Nadu,18-24,259
USR008495,2024-01-21,Occasional,West Bengal,35-44,950
USR008496,2025-06-14,Frequent,Delhi,25-34,440
USR008497,2023-05-14,New,Uttar Pradesh,25-34,1202
USR008498,2023-12-16,New,Tamil Nadu,18-24,986
USR008499,2026-01-08,Frequent,Tamil Nadu,35-44,232
USR008500,2024-10-01,New,Gujarat,45-59,696
USR008501,2025-05-05,Power,West Bengal,45-59,480
USR008502,2024-02-02,New,Karnataka,35-44,938
USR008503,2025-11-14,Frequent,Haryana,18-24,287
USR008504,2025-04-04,Occasional,Maharashtra,18-24,511
USR008505,2025-12-06,Power,Uttar Pradesh,18-24,265
USR008506,2024-02-03,New,Uttar Pradesh,25-34,937
USR008507,2025-01-19,Frequent,Karnataka,25-34,586
USR008508,2025-06-06,New,Rajasthan,45-59,448
USR008509,2024-06-25,Power,Rajasthan,25-34,794
USR008510,2023-03-19,Frequent,Delhi,18-24,1258
USR008511,2025-04-03,Power,Delhi,25-34,512
USR008512,2023-12-16,Occasional,West Bengal,18-24,986
USR008513,2025-02-12,New,Rajasthan,25-34,562
USR008514,2025-06-07,Power,Karnataka,18-24,447
USR008515,2024-02-04,Frequent,Rajasthan,18-24,936
USR008516,2025-07-13,Power,Delhi,25-34,411
USR008517,2024-02-17,Frequent,Maharashtra,25-34,923
USR008518,2023-01-14,Frequent,Maharashtra,35-44,1322
USR008519,2025-12-10,Frequent,Tamil Nadu,18-24,261
USR008520,2023-08-18,Frequent,Telangana,18-24,1106
USR008521,2025-04-24,Occasional,Delhi,35-44,491
USR008522,2024-02-09,Frequent,Telangana,25-34,931
USR008523,2023-07-16,Occasional,Tamil Nadu,45-59,1139
USR008524,2025-08-30,Frequent,Delhi,25-34,363
USR008525,2026-02-17,New,Karnataka,25-34,192
USR008526,2024-03-01,Frequent,Delhi,25-34,910
USR008527,2025-10-28,Frequent,Maharashtra,45-59,304
USR008528,2023-06-30,Occasional,West Bengal,18-24,1155
USR008529,2023-04-16,Frequent,Tamil Nadu,25-34,1230
USR008530,2023-05-29,Power,West Bengal,35-44,1187
USR008531,2025-07-20,Occasional,Delhi,25-34,404
USR008532,2024-09-26,Frequent,Maharashtra,25-34,701
USR008533,2025-04-27,Power,Uttar Pradesh,25-34,488
USR008534,2023-05-26,New,Maharashtra,18-24,1190
USR008535,2023-06-30,Occasional,Rajasthan,18-24,1155
