device_id,operating_system,os_version,device_category
DEV002570,Android,12,Mid-range
DEV002571,Android,11,Budget
DEV002572,Android,12,Budget
DEV002573,Android,13,Mid-range
DEV002574,Android,14,Mid-range
DEV002575,Android,13,Budget
DEV002576,Android,14,Mid-range
DEV002577,Android,13,Mid-range
DEV002578,iOS,17.2,Mid-range
DEV002579,Android,12,Budget
DEV002580,Android,14,Premium
DEV002581,Android,12,Mid-range
DEV002582,Android,13,Mid-range
DEV002583,Android,12,Budget
DEV002584,Android,11,Premium
DEV002585,Android,13,Premium
DEV002586,Android,12,Mid-range
DEV002587,Android,13,Mid-range
DEV002588,iOS,16.5,Mid-range
DEV002589,Android,11,Mid-range
DEV002590,Android,12,Mid-range
DEV002591,Android,11,Mid-range
DEV002592,Android,13,Budget
DEV002593,Android,11,Mid-range
DEV002594,Android,14,Budget
DEV002595,Android,13,Mid-range
DEV002596,Android,12,Mid-range
DEV002597,Android,12,Mid-range
DEV002598,Android,12,Premium
DEV002599,Android,12,Budget
DEV002600,Android,14,Mid-range
DEV002601,Android,14,Mid-range
DEV002602,Android,14,Mid-range
DEV002603,Android,11,Mid-range
DEV002604,Android,11,Premium
DEV002605,Android,13,Mid-range
DEV002606,Android,13,Mid-range
DEV002607,Android,13,Mid-range
DEV002608,Android,11,Premium
DEV002609,Android,11,Budget
DEV002610,Android,14,Mid-range
DEV002611,Android,12,Mid-range
DEV002612,Android,13,Budget
DEV002613,Android,14,Premium
DEV002614,iOS,16.5,Mid-range
DEV002615,Android,11,Budget
DEV002616,Android,11,Mid-range
DEV002617,Android,12,Mid-range
DEV002618,Android,11,Mid-range
DEV002619,Android,12,Mid-range
DEV002620,iOS,16.5,Budget
DEV002621,iOS,16.5,Mid-range
DEV002622,iOS,17.2,Budget
DEV002623,Android,11,Budget
DEV002624,iOS,17.2,Mid-range
DEV002625,Android,11,Budget
DEV002626,Android,12,Mid-range
DEV002627,Android,11,Mid-range
DEV002628,Android,14,Budget
DEV002629,iOS,16.5,Premium
DEV002630,Android,11,Mid-range
DEV002631,Android,12,Budget
DEV002632,Android,12,Budget
DEV002633,Android,12,Mid-range
DEV002634,Android,12,Budget
DEV002635,Android,12,Premium
DEV002636,Android,14,Budget
DEV002637,iOS,17.2,Mid-range
DEV002638,Android,11,Budget
DEV002639,Android,11,Mid-range
DEV002640,Android,12,Mid-range
DEV002641,iOS,17.2,Budget
DEV002642,Android,13,Mid-range
DEV002643,Android,12,Mid-range
DEV002644,Android,13,Mid-range
DEV002645,Android,11,Mid-range
DEV002646,Android,13,Mid-range
DEV002647,Android,12,Budget
DEV002648,Android,13,Mid-range
DEV002649,Android,14,Budget
DEV002650,Android,12,Mid-range
DEV002651,Android,12,Budget
DEV002652,iOS,17.2,Mid-range
DEV002653,Android,13,Budget
DEV002654,Android,12,Mid-range
DEV002655,Android,11,Mid-range
DEV002656,iOS,17.2,Premium
DEV002657,Android,14,Mid-range
DEV002658,Android,11,Premium
DEV002659,Android,11,Mid-range
DEV002660,Android,13,Premium
DEV002661,Android,11,Mid-range
DEV002662,Android,14,Budget
DEV002663,Android,11,Budget
DEV002664,Android,14,Mid-range
DEV002665,Android,12,Mid-range
DEV002666,Android,13,Mid-range
DEV002667,iOS,17.2,Mid-range
DEV002668,Android,12,Budget
DEV002669,iOS,16.5,Mid-range
DEV002670,Android,13,Mid-range
DEV002671,Android,11,Mid-range
DEV002672,Android,11,Budget
DEV002673,iOS,17.2,Mid-range
DEV002674,Android,13,Budget
DEV002675,Android,11,Mid-range
DEV002676,iOS,16.5,Budget
DEV002677,Android,11,Budget
DEV002678,iOS,16.5,Budget
DEV002679,Android,11,Budget
DEV002680,Android,13,Budget
DEV002681,Android,12,Mid-range
DEV002682,Android,12,Mid-range
DEV002683,Android,12,Mid-range
DEV002684,iOS,16.5,Budget
DEV002685,Android,11,Budget
DEV002686,iOS,16.5,Budget
DEV002687,Android,12,Premium
DEV002688,Android,14,Budget
DEV002689,Android,12,Mid-range
DEV002690,Android,11,Mid-range
DEV002691,Android,12,Mid-range
DEV002692,Android,14,Budget
DEV002693,Android,11,Budget
DEV002694,Android,12,Mid-range
DEV002695,Android,14,Mid-range
DEV002696,Android,12,Mid-range
DEV002697,Android,12,Budget
DEV002698,iOS,16.5,Budget
DEV002699,iOS,16.5,Mid-range
DEV002700,Android,13,Premium
DEV002701,Android,13,Budget
DEV002702,iOS,16.5,Mid-range
DEV002703,iOS,17.2,Mid-range
DEV002704,iOS,16.5,Premium
DEV002705,Android,12,Budget
DEV002706,Android,11,Mid-range
DEV002707,Android,12,Mid-range
DEV002708,Android,13,Mid-range
DEV002709,Android,13,Budget
DEV002710,Android,12,Mid-range
DEV002711,Android,11,Mid-range
DEV002712,Android,13,Mid-range
DEV002713,Android,11,Budget
DEV002714,Android,11,Mid-range
DEV002715,Android,11,Budget
DEV002716,Android,11,Budget
DEV002717,Android,11,Premium
DEV002718,Android,13,Mid-range
DEV002719,iOS,17.2,Mid-range
DEV002720,Android,13,Budget
DEV002721,iOS,16.5,Budget
DEV002722,Android,13,Premium
DEV002723,Android,13,Premium
DEV002724,iOS,16.5,Mid-range
DEV002725,Android,12,Mid-range
DEV002726,iOS,16.5,Mid-range
DEV002727,iOS,16.5,Budget
DEV002728,Android,12,Premium
DEV002729,Android,14,Budget
DEV002730,Android,11,Budget
DEV002731,Android,14,Budget
DEV002732,Android,12,Budget
DEV002733,iOS,17.2,Budget
DEV002734,Android,12,Mid-range
DEV002735,iOS,16.5,Mid-range
DEV002736,Android,11,Mid-range
DEV002737,Android,11,Mid-range
DEV002738,Android,11,Mid-range
DEV002739,iOS,16.5,Mid-range
DEV002740,Android,11,Budget
DEV002741,Android,13,Budget
DEV002742,Android,12,Premium
DEV002743,Android,11,Mid-range
DEV002744,iOS,16.5,Mid-range
DEV002745,Android,12,Mid-range
DEV002746,iOS,16.5,Mid-range
DEV002747,Android,12,Premium
DEV002748,Android,12,Mid-range
DEV002749,Android,14,Mid-range
DEV002750,Android,14,Mid-range
DEV002751,Android,11,Premium
DEV002752,Android,14,Mid-range
DEV002753,Android,13,Premium
DEV002754,Android,12,Mid-range
DEV002755,Android,12,Mid-range
DEV002756,iOS,17.2,Budget
DEV002757,Android,12,Premium
DEV002758,Android,11,Mid-range
DEV002759,Android,14,Mid-range
DEV002760,Android,11,Budget
DEV002761,Android,12,Budget
DEV002762,Android,13,Premium
DEV002763,Android,13,Budget
DEV002764,Android,11,Mid-range
DEV002765,Android,13,Budget
DEV002766,Android,11,Mid-range
DEV002767,Android,13,Mid-range
DEV002768,Android,11,Mid-range
DEV002769,Android,12,Mid-range
DEV002770,Android,14,Mid-range
DEV002771,iOS,17.2,Budget
DEV002772,Android,11,Mid-range
DEV002773,Android,11,Budget
DEV002774,Android,14,Mid-range
DEV002775,Android,12,Mid-range
DEV002776,iOS,16.5,Budget
DEV002777,Android,13,Premium
DEV002778,Android,11,Budget
DEV002779,Android,13,Mid-range
DEV002780,iOS,16.5,Budget
DEV002781,Android,13,Budget
DEV002782,Android,11,Budget
DEV002783,Android,12,Mid-range
DEV002784,Android,12,Budget
DEV002785,Android,13,Mid-range
DEV002786,Android,11,Mid-range
DEV002787,Android,14,Budget
DEV002788,Android,14,Mid-range
DEV002789,Android,14,Premium
DEV002790,Android,13,Budget
DEV002791,iOS,17.2,Mid-range
DEV002792,Android,11,Mid-range
DEV002793,Android,14,Mid-range
DEV002794,Android,13,Budget
DEV002795,Android,11,Budget
DEV002796,Android,12,Mid-range
DEV002797,Android,13,Mid-range
DEV002798,iOS,16.5,Budget
DEV002799,Android,11,Mid-range
DEV002800,Android,13,Mid-range
DEV002801,Android,11,Mid-range
DEV002802,Android,11,Budget
DEV002803,Android,11,Mid-range
DEV002804,iOS,16.5,Mid-range
DEV002805,Android,14,Mid-range
DEV002806,Android,13,Budget
DEV002807,Android,13,Mid-range
DEV002808,Android,12,Premium
DEV002809,Android,13,Budget
DEV002810,Android,11,Mid-range
DEV002811,iOS,17.2,Mid-range
DEV002812,Android,14,Budget
DEV002813,Android,11,Budget
DEV002814,Android,11,Mid-range
DEV002815,Android,11,Budget
DEV002816,Android,14,Mid-range
DEV002817,Android,11,Mid-range
DEV002818,Android,13,Budget
DEV002819,Android,11,Mid-range
DEV002820,Android,13,Premium
DEV002821,Android,12,Budget
DEV002822,Android,13,Budget
DEV002823,Android,13,Budget
DEV002824,Android,12,Budget
DEV002825,Android,14,Mid-range
DEV002826,Android,11,Mid-range
DEV002827,iOS,16.5,Budget
DEV002828,Android,14,Mid-range
DEV002829,Android,11,Premium
DEV002830,Android,13,Mid-range
DEV002831,Android,12,Budget
DEV002832,Android,13,Budget
DEV002833,Android,14,Budget
DEV002834,Android,11,Mid-range
DEV002835,iOS,16.5,Budget
DEV002836,Android,11,Mid-range
DEV002837,Android,12,Premium
DEV002838,Android,11,Premium
DEV002839,Android,12,Budget
DEV002840,Android,11,Mid-range
DEV002841,Android,13,Premium
DEV002842,Android,11,Budget
DEV002843,Android,13,Budget
DEV002844,Android,11,Premium
DEV002845,Android,12,Budget
DEV002846,Android,12,Premium
DEV002847,Android,13,Mid-range
DEV002848,Android,13,Mid-range
DEV002849,Android,11,Premium
DEV002850,iOS,16.5,Budget
DEV002851,iOS,16.5,Mid-range
DEV002852,iOS,17.2,Mid-range
DEV002853,Android,14,Budget
DEV002854,Android,13,Mid-range
DEV002855,Android,11,Budget
DEV002856,Android,13,Premium
DEV002857,Android,13,Budget
DEV002858,Android,13,Budget
DEV002859,iOS,17.2,Budget
DEV002860,Android,12,Mid-range
DEV002861,Android,11,Mid-range
DEV002862,Android,12,Mid-range
DEV002863,Android,14,Mid-range
DEV002864,Android,11,Mid-range
DEV002865,Android,11,Mid-range
DEV002866,iOS,16.5,Budget
DEV002867,Android,12,Mid-range
DEV002868,Android,11,Mid-range
DEV002869,Android,12,Mid-range
DEV002870,iOS,16.5,Mid-range
DEV002871,Android,11,Mid-range
DEV002872,Android,14,Premium
DEV002873,Android,12,Mid-range
DEV002874,Android,12,Mid-range
DEV002875,Android,13,Premium
DEV002876,Android,11,Premium
DEV002877,Android,12,Budget
DEV002878,Android,12,Budget
DEV002879,iOS,16.5,Mid-range
DEV002880,Android,14,Mid-range
DEV002881,Android,11,Premium
DEV002882,Android,13,Budget
DEV002883,iOS,16.5,Mid-range
DEV002884,iOS,16.5,Budget
DEV002885,Android,12,Mid-range
DEV002886,Android,12,Budget
DEV002887,Android,13,Budget
DEV002888,Android,13,Budget
DEV002889,iOS,17.2,Budget
DEV002890,Android,11,Mid-range
DEV002891,iOS,16.5,Mid-range
DEV002892,iOS,17.2,Budget
DEV002893,Android,13,Budget
DEV002894,Android,12,Budget
DEV002895,Android,13,Budget
DEV002896,Android,11,Budget
DEV002897,Android,12,Mid-range
DEV002898,Android,11,Mid-range
DEV002899,Android,13,Mid-range
DEV002900,Android,12,Mid-range
DEV002901,Android,14,Premium
DEV002902,Android,14,Premium
DEV002903,Android,11,Premium
DEV002904,Android,12,Budget
DEV002905,iOS,16.5,Budget
DEV002906,iOS,17.2,Budget
DEV002907,Android,12,Mid-range
DEV002908,Android,12,Premium
DEV002909,Android,12,Mid-range
DEV002910,Android,12,Premium
DEV002911,Android,12,Budget
DEV002912,Android,12,Mid-range
DEV002913,Android,13,Budget
DEV002914,Android,11,Premium
DEV002915,Android,11,Premium
DEV002916,Android,13,Mid-range
DEV002917,Android,12,Mid-range
DEV002918,Android,12,Mid-range
DEV002919,Android,13,Mid-range
DEV002920,Android,12,Budget
DEV002921,Android,11,Mid-range
DEV002922,Android,11,Budget
DEV002923,Android,12,Premium
DEV002924,Android,14,Budget
DEV002925,Android,12,Mid-range
DEV002926,Android,11,Premium
DEV002927,Android,13,Budget
DEV002928,iOS,17.2,Mid-range
DEV002929,Android,13,Mid-range
DEV002930,Android,11,Budget
DEV002931,Android,11,Budget
DEV002932,Android,11,Budget
DEV002933,Android,11,Mid-range
DEV002934,Android,11,Budget
DEV002935,Android,12,Budget
DEV002936,Android,12,Budget
DEV002937,Android,12,Premium
DEV002938,Android,12,Mid-range
DEV002939,Android,11,Mid-range
DEV002940,Android,12,Budget
DEV002941,Android,13,Premium
DEV002942,Android,12,Mid-range
DEV002943,Android,12,Budget
DEV002944,iOS,16.5,Premium
DEV002945,Android,13,Budget
DEV002946,Android,13,Premium
DEV002947,Android,12,Mid-range
DEV002948,Android,13,Premium
DEV002949,Android,11,Mid-range
DEV002950,Android,12,Mid-range
DEV002951,Android,14,Mid-range
DEV002952,Android,11,Budget
DEV002953,Android,13,Mid-range
DEV002954,Android,11,Premium
DEV002955,Android,12,Budget
DEV002956,Android,12,Mid-range
DEV002957,Android,13,Budget
DEV002958,Android,12,Budget
DEV002959,Android,12,Mid-range
DEV002960,iOS,16.5,Premium
DEV002961,Android,12,Budget
DEV002962,iOS,16.5,Budget
DEV002963,Android,12,Budget
DEV002964,Android,12,Premium
DEV002965,iOS,16.5,Budget
DEV002966,Android,13,Mid-range
DEV002967,iOS,17.2,Mid-range
DEV002968,Android,12,Mid-range
DEV002969,iOS,17.2,Mid-range
DEV002970,iOS,16.5,Budget
DEV002971,Android,13,Budget
DEV002972,Android,11,Mid-range
DEV002973,iOS,16.5,Premium
DEV002974,Android,11,Premium
DEV002975,Android,14,Budget
DEV002976,Android,12,Premium
DEV002977,Android,12,Mid-range
DEV002978,Android,13,Mid-range
DEV002979,Android,11,Budget
DEV002980,Android,12,Mid-range
DEV002981,Android,11,Mid-range
DEV002982,Android,14,Budget
DEV002983,Android,13,Mid-range
DEV002984,Android,11,Budget
DEV002985,Android,12,Premium
DEV002986,Android,14,Mid-range
DEV002987,Android,13,Premium
DEV002988,Android,12,Mid-range
DEV002989,Android,13,Budget
DEV002990,Android,11,Budget
DEV002991,iOS,17.2,Budget
DEV002992,Android,13,Mid-range
DEV002993,Android,13,Premium
DEV002994,Android,13,Mid-range
DEV002995,Android,13,Budget
DEV002996,Android,12,Mid-range
DEV002997,Android,14,Budget
DEV002998,Android,11,Budget
DEV002999,iOS,16.5,Budget
DEV003000,Android,11,Budget
DEV003001,Android,12,Premium
DEV003002,Android,12,Budget
DEV003003,Android,12,Premium
DEV003004,Android,12,Mid-range
DEV003005,Android,11,Budget
DEV003006,Android,14,Mid-range
DEV003007,iOS,16.5,Mid-range
DEV003008,Android,13,Budget
DEV003009,Android,13,Mid-range
DEV003010,Android,11,Mid-range
DEV003011,Android,14,Budget
DEV003012,Android,12,Budget
DEV003013,Android,12,Budget
DEV003014,iOS,16.5,Budget
DEV003015,Android,11,Budget
DEV003016,Android,11,Premium
DEV003017,Android,13,Mid-range
DEV003018,Android,12,Mid-range
DEV003019,Android,13,Mid-range
DEV003020,Android,11,Mid-range
DEV003021,Android,11,Mid-range
DEV003022,iOS,16.5,Mid-range
DEV003023,Android,12,Budget
DEV003024,Android,14,Premium
DEV003025,Android,13,Mid-range
DEV003026,Android,12,Mid-range
DEV003027,Android,11,Mid-range
DEV003028,Android,11,Premium
DEV003029,Android,11,Budget
DEV003030,Android,11,Budget
DEV003031,Android,11,Mid-range
DEV003032,Android,14,Budget
DEV003033,Android,14,Mid-range
DEV003034,Android,11,Budget
DEV003035,Android,14,Mid-range
DEV003036,Android,11,Budget
DEV003037,Android,12,Budget
DEV003038,Android,13,Mid-range
DEV003039,Android,14,Premium
DEV003040,Android,11,Premium
DEV003041,Android,11,Budget
DEV003042,Android,11,Mid-range
DEV003043,iOS,16.5,Premium
DEV003044,Android,12,Budget
DEV003045,Android,12,Mid-range
DEV003046,Android,11,Mid-range
DEV003047,Android,11,Mid-range
DEV003048,Android,11,Budget
DEV003049,Android,11,Budget
DEV003050,iOS,16.5,Mid-range
DEV003051,iOS,17.2,Budget
DEV003052,Android,11,Mid-range
DEV003053,Android,13,Budget
DEV003054,Android,13,Mid-range
DEV003055,iOS,17.2,Budget
DEV003056,Android,12,Budget
DEV003057,Android,11,Budget
DEV003058,Android,11,Premium
DEV003059,Android,11,Budget
DEV003060,Android,11,Mid-range
DEV003061,Android,13,Mid-range
DEV003062,Android,11,Budget
DEV003063,Android,11,Budget
DEV003064,Android,13,Budget
DEV003065,iOS,17.2,Mid-range
DEV003066,Android,13,Budget
DEV003067,iOS,16.5,Budget
DEV003068,Android,11,Mid-range
DEV003069,Android,12,Mid-range
DEV003070,Android,11,Premium
DEV003071,Android,12,Budget
DEV003072,Android,12,Mid-range
DEV003073,Android,11,Budget
DEV003074,Android,12,Mid-range
DEV003075,Android,11,Premium
DEV003076,iOS,17.2,Budget
DEV003077,iOS,17.2,Budget
DEV003078,Android,13,Premium
DEV003079,Android,11,Mid-range
DEV003080,Android,13,Budget
DEV003081,Android,13,Mid-range
DEV003082,Android,12,Mid-range
DEV003083,Android,13,Mid-range
DEV003084,Android,12,Mid-range
DEV003085,Android,12,Mid-range
DEV003086,Android,12,Mid-range
DEV003087,Android,11,Budget
DEV003088,Android,12,Mid-range
DEV003089,Android,11,Budget
DEV003090,Android,11,Budget
DEV003091,Android,13,Premium
DEV003092,Android,12,Mid-range
DEV003093,Android,11,Mid-range
DEV003094,Android,11,Budget
DEV003095,Android,14,Mid-range
DEV003096,Android,14,Budget
DEV003097,Android,13,Mid-range
DEV003098,Android,12,Budget
DEV003099,iOS,16.5,Mid-range
DEV003100,iOS,17.2,Budget
DEV003101,Android,12,Premium
DEV003102,Android,12,Budget
DEV003103,Android,12,Mid-range
DEV003104,Android,11,Mid-range
DEV003105,iOS,16.5,Budget
DEV003106,Android,13,Mid-range
DEV003107,Android,11,Mid-range
DEV003108,Android,12,Budget
DEV003109,Android,13,Mid-range
DEV003110,Android,13,Mid-range
DEV003111,Android,12,Premium
DEV003112,Android,12,Budget
DEV003113,Android,12,Premium
DEV003114,Android,13,Budget
DEV003115,iOS,17.2,Budget
DEV003116,Android,11,Budget
DEV003117,Android,14,Budget
DEV003118,Android,13,Budget
DEV003119,iOS,16.5,Budget
DEV003120,Android,11,Budget
DEV003121,Android,12,Budget
DEV003122,Android,13,Budget
DEV003123,Android,13,Mid-range
DEV003124,iOS,16.5,Budget
DEV003125,Android,12,Budget
DEV003126,Android,11,Budget
DEV003127,Android,12,Premium
DEV003128,Android,13,Premium
DEV003129,Android,12,Mid-range
DEV003130,Android,13,Premium
DEV003131,Android,12,Budget
DEV003132,Android,13,Mid-range
DEV003133,Android,11,Mid-range
DEV003134,Android,12,Mid-range
DEV003135,Android,14,Budget
DEV003136,Android,13,Budget
DEV003137,Android,12,Mid-range
DEV003138,Android,14,Mid-range
DEV003139,Android,14,Mid-range
DEV003140,Android,12,Budget
DEV003141,iOS,17.2,Mid-range
DEV003142,Android,11,Mid-range
DEV003143,Android,11,Mid-range
DEV003144,Android,11,Budget
DEV003145,Android,11,Mid-range
DEV003146,Android,12,Budget
DEV003147,Android,14,Mid-range
DEV003148,Android,12,Mid-range
DEV003149,Android,12,Mid-range
DEV003150,Android,11,Mid-range
DEV003151,Android,13,Mid-range
DEV003152,Android,14,Budget
DEV003153,Android,11,Mid-range
DEV003154,iOS,16.5,Mid-range
DEV003155,Android,11,Premium
DEV003156,Android,13,Mid-range
DEV003157,iOS,16.5,Mid-range
DEV003158,Android,13,Mid-range
DEV003159,Android,12,Mid-range
DEV003160,Android,13,Mid-range
DEV003161,Android,12,Budget
DEV003162,Android,11,Mid-range
DEV003163,Android,12,Mid-range
DEV003164,Android,12,Mid-range
DEV003165,Android,11,Budget
DEV003166,Android,12,Mid-range
DEV003167,Android,13,Budget
DEV003168,Android,13,Mid-range
DEV003169,Android,11,Budget
DEV003170,Android,11,Mid-range
DEV003171,Android,12,Mid-range
DEV003172,Android,12,Mid-range
DEV003173,Android,11,Budget
DEV003174,Android,11,Budget
DEV003175,Android,14,Mid-range
DEV003176,Android,11,Premium
DEV003177,iOS,17.2,Mid-range
DEV003178,Android,11,Premium
DEV003179,Android,11,Mid-range
DEV003180,iOS,16.5,Premium
DEV003181,Android,12,Budget
DEV003182,Android,13,Budget
DEV003183,iOS,16.5,Mid-range
DEV003184,Android,11,Budget
DEV003185,Android,13,Premium
DEV003186,Android,12,Mid-range
DEV003187,iOS,16.5,Premium
DEV003188,Android,12,Premium
DEV003189,Android,11,Budget
DEV003190,Android,14,Budget
DEV003191,Android,13,Budget
DEV003192,Android,13,Budget
DEV003193,Android,12,Budget
DEV003194,Android,11,Premium
DEV003195,Android,12,Budget
DEV003196,Android,13,Mid-range
DEV003197,Android,12,Premium
DEV003198,Android,12,Mid-range
DEV003199,Android,13,Premium
DEV003200,iOS,16.5,Premium
DEV003201,Android,12,Mid-range
DEV003202,Android,14,Budget
DEV003203,iOS,17.2,Mid-range
DEV003204,Android,14,Mid-range
DEV003205,iOS,16.5,Mid-range
DEV003206,Android,14,Budget
DEV003207,Android,13,Budget
DEV003208,iOS,17.2,Budget
DEV003209,Android,14,Budget
DEV003210,iOS,16.5,Premium
DEV003211,Android,12,Premium
DEV003212,Android,12,Premium
DEV003213,Android,12,Budget
DEV003214,Android,14,Budget
DEV003215,Android,11,Premium
DEV003216,iOS,16.5,Mid-range
DEV003217,iOS,16.5,Mid-range
DEV003218,Android,12,Budget
DEV003219,iOS,16.5,Mid-range
DEV003220,iOS,16.5,Mid-range
DEV003221,Android,12,Mid-range
DEV003222,Android,13,Premium
DEV003223,Android,14,Mid-range
DEV003224,Android,13,Mid-range
DEV003225,Android,12,Mid-range
DEV003226,Android,14,Mid-range
DEV003227,Android,12,Budget
DEV003228,Android,11,Mid-range
DEV003229,Android,13,Mid-range
DEV003230,Android,11,Mid-range
DEV003231,Android,13,Budget
DEV003232,Android,11,Budget
DEV003233,Android,12,Premium
DEV003234,Android,14,Mid-range
DEV003235,Android,14,Mid-range
DEV003236,Android,14,Budget
DEV003237,Android,12,Mid-range
DEV003238,Android,12,Mid-range
DEV003239,Android,14,Mid-range
DEV003240,Android,11,Mid-range
DEV003241,Android,11,Premium
DEV003242,iOS,16.5,Premium
DEV003243,Android,11,Premium
DEV003244,iOS,16.5,Mid-range
DEV003245,Android,13,Premium
DEV003246,iOS,17.2,Budget
DEV003247,Android,13,Budget
DEV003248,Android,12,Mid-range
DEV003249,Android,12,Budget
DEV003250,Android,12,Premium
DEV003251,Android,11,Mid-range
DEV003252,Android,12,Premium
DEV003253,Android,12,Mid-range
DEV003254,Android,11,Mid-range
DEV003255,Android,11,Premium
DEV003256,Android,14,Budget
DEV003257,Android,12,Budget
DEV003258,iOS,16.5,Mid-range
DEV003259,iOS,17.2,Budget
DEV003260,Android,13,Mid-range
DEV003261,Android,12,Budget
DEV003262,Android,12,Budget
DEV003263,Android,13,Premium
DEV003264,Android,12,Mid-range
DEV003265,Android,12,Budget
DEV003266,Android,11,Budget
DEV003267,Android,13,Mid-range
DEV003268,Android,13,Mid-range
DEV003269,Android,13,Budget
DEV003270,Android,11,Budget
DEV003271,Android,12,Budget
DEV003272,iOS,16.5,Premium
DEV003273,iOS,16.5,Premium
DEV003274,Android,13,Mid-range
DEV003275,Android,11,Budget
DEV003276,Android,13,Budget
DEV003277,Android,12,Budget
DEV003278,iOS,17.2,Mid-range
DEV003279,Android,13,Budget
DEV003280,Android,12,Premium
DEV003281,iOS,16.5,Budget
DEV003282,Android,12,Mid-range
DEV003283,Android,11,Budget
DEV003284,Android,11,Budget
DEV003285,iOS,16.5,Mid-range
DEV003286,Android,13,Premium
DEV003287,Android,12,Premium
DEV003288,Android,13,Mid-range
DEV003289,Android,12,Budget
DEV003290,iOS,16.5,Budget
DEV003291,iOS,17.2,Mid-range
DEV003292,Android,11,Premium
DEV003293,Android,13,Mid-range
DEV003294,Android,11,Budget
DEV003295,Android,11,Budget
DEV003296,Android,12,Mid-range
DEV003297,Android,12,Premium
DEV003298,iOS,16.5,Budget
DEV003299,Android,12,Mid-range
DEV003300,Android,12,Mid-range
DEV003301,Android,14,Premium
DEV003302,Android,11,Budget
DEV003303,iOS,16.5,Budget
DEV003304,Android,11,Mid-range
DEV003305,Android,12,Premium
DEV003306,Android,13,Mid-range
DEV003307,iOS,17.2,Mid-range
DEV003308,Android,13,Mid-range
DEV003309,Android,11,Mid-range
DEV003310,Android,13,Premium
DEV003311,Android,11,Mid-range
DEV003312,Android,13,Budget
DEV003313,Android,13,Premium
DEV003314,Android,14,Budget
DEV003315,Android,11,Mid-range
DEV003316,Android,13,Mid-range
DEV003317,iOS,17.2,Mid-range
DEV003318,Android,11,Premium
DEV003319,Android,13,Premium
DEV003320,Android,12,Mid-range
DEV003321,Android,13,Premium
DEV003322,Android,13,Budget
DEV003323,Android,11,Mid-range
DEV003324,Android,12,Budget
DEV003325,Android,11,Premium
DEV003326,Android,12,Budget
DEV003327,Android,11,Premium
DEV003328,iOS,16.5,Budget
DEV003329,iOS,16.5,Budget
DEV003330,Android,14,Budget
DEV003331,Android,14,Mid-range
DEV003332,Android,11,Mid-range
DEV003333,Android,12,Mid-range
DEV003334,Android,12,Mid-range
DEV003335,Android,11,Mid-range
DEV003336,Android,14,Mid-range
DEV003337,Android,12,Premium
DEV003338,Android,12,Mid-range
DEV003339,Android,12,Mid-range
DEV003340,Android,14,Mid-range
DEV003341,Android,12,Mid-range
DEV003342,Android,11,Budget
DEV003343,Android,12,Budget
DEV003344,Android,13,Budget
DEV003345,Android,12,Mid-range
DEV003346,Android,12,Budget
DEV003347,Android,12,Premium
DEV003348,Android,12,Budget
DEV003349,Android,11,Premium
DEV003350,Android,14,Mid-range
DEV003351,Android,12,Budget
DEV003352,Android,11,Budget
DEV003353,Android,11,Mid-range
DEV003354,Android,11,Mid-range
DEV003355,Android,13,Budget
DEV003356,Android,12,Budget
DEV003357,Android,12,Budget
DEV003358,Android,13,Budget
DEV003359,Android,11,Budget
DEV003360,Android,11,Premium
DEV003361,Android,12,Mid-range
DEV003362,Android,12,Mid-range
DEV003363,Android,13,Budget
DEV003364,iOS,17.2,Premium
DEV003365,Android,11,Budget
DEV003366,Android,13,Mid-range
DEV003367,iOS,16.5,Budget
DEV003368,Android,12,Budget
DEV003369,Android,11,Budget
DEV003370,Android,12,Mid-range
DEV003371,iOS,16.5,Premium
DEV003372,Android,13,Mid-range
DEV003373,Android,13,Premium
DEV003374,Android,12,Mid-range
DEV003375,Android,13,Budget
DEV003376,Android,12,Budget
DEV003377,Android,11,Budget
DEV003378,Android,11,Premium
DEV003379,iOS,16.5,Budget
DEV003380,Android,13,Mid-range
DEV003381,Android,12,Mid-range
DEV003382,Android,14,Budget
DEV003383,Android,12,Mid-range
DEV003384,Android,12,Budget
DEV003385,Android,11,Budget
DEV003386,Android,13,Premium
DEV003387,Android,12,Premium
DEV003388,Android,13,Budget
DEV003389,Android,13,Mid-range
DEV003390,Android,11,Budget
DEV003391,Android,13,Mid-range
DEV003392,iOS,17.2,Mid-range
DEV003393,Android,13,Mid-range
DEV003394,Android,13,Budget
DEV003395,Android,12,Mid-range
DEV003396,Android,13,Mid-range
DEV003397,Android,13,Mid-range
DEV003398,Android,12,Mid-range
DEV003399,Android,12,Mid-range
DEV003400,Android,12,Budget
DEV003401,iOS,16.5,Mid-range
DEV003402,Android,12,Mid-range
DEV003403,iOS,16.5,Budget
DEV003404,Android,13,Budget
DEV003405,Android,12,Budget
DEV003406,Android,12,Budget
DEV003407,Android,11,Premium
DEV003408,Android,12,Mid-range
DEV003409,Android,14,Mid-range
DEV003410,Android,11,Budget
DEV003411,Android,13,Premium
DEV003412,Android,14,Mid-range
DEV003413,Android,13,Mid-range
DEV003414,Android,14,Mid-range
DEV003415,Android,13,Budget
DEV003416,Android,13,Mid-range
DEV003417,Android,11,Budget
DEV003418,Android,13,Budget
DEV003419,Android,12,Premium
DEV003420,Android,12,Budget
DEV003421,Android,11,Budget
DEV003422,iOS,16.5,Budget
DEV003423,Android,11,Mid-range
